"ID Księgi"|"Wynik"|"Data przeprowadzenia"
"328032"|"Nie wydano zaleceń pokontrolnych"|"2013-12-05"
"328038"|"Wydano 2 zalecenia pokontrolne"|"2013-11-12"
"328039"|"wydano 1 zalecenie pokontrolne;1.złożenie wniosku o wpis zmian do rejetsru RPWDL"|"2013-09-19"
"328045"|"W dniu kontroli stan organizacyjny podmiotu leczniczego był zgodny z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego, a dokumentacja wymagana przez organ rejestrowy była aktualna."|"2012-02-10"
"328046"|"Wydano 2 zalecenia pokontrolne:1.uzupełnienie wniosku o wpis zmian2.dostosowanie regulaminu organizacyjnego do art.24 ustawy o działalności leczniczej"|"2013-10-10"
"328047"|"Nie wydano zaleceń pokontrolnych"|"2013-10-16"
"328049"|"Wydano 2 zalecenia pokontrolne;1.złożenie wniosku o wpis zmian2.dostosowanie regulaminu organizacyjnego do ustawy o działalności leczniczej"|"2013-12-11"
"328051"|"Wydano 2 zalecenia pokontrolne:1.złozenie wniosku o wpis zmian2.dostosowanie regulaminu organizacyjnego do ustawy o d.l."|"2013-10-15"
"328053"|"Wydano 1 zalecenie pokontrolne:1.złożenie wniosku o wpis zmian do rejestru PWDL"|"2013-05-15"
"328054"|"Nie wydano zaleceń pokontrolnych"|"2013-11-20"
"328056"|"Wydano 1 zalecenie pokontrolne"|"2013-10-28"
"328059"|"wydano 2 zalecenia pokontrolne "|"2013-02-06"
"328062"|"Bez zaleceń pokontrolnych"|"2012-10-26"
"328063"|"Wydano 1 zalecenie pokontrolne;1.złożenie wniosku o wpis zmian do rejestru PWDL dot. kodu resortowego"|"2013-05-21"
"328063"|"Kontrolę przeprowadzono w dn. 24.06.2015r. oraz w dn. 29.06.2015r. Wydano 1 zalecenie pokontrolne. "|"2015-06-24"
"328068"|"Nie wydano zaleceń pokontrolnych"|"2013-04-23"
"328070"|"Wydano 2 zalecenia pokontrolne:1.złożenie wniosku o wpis zmian dot. wpisu kodu resortowego badań diagnostycznych w gabinecie diagnostyczno-zabiegowym2.uzupełnienia regulaminu organizacyjnego"|"2013-06-14"
"328071"|"Wydano 2 zalecenia pokontrolne"|"2013-01-18"
"328073"|" wydano 2 zalecenia pokontrolne "|"2013-10-10"
"328078"|"Kontrola 04 i 09 lutego 2015 - wydano 1 zalecenie pokontrolne"|"2015-02-04"
"328080"|"Wydano 1 zalecenie pokontrolne:1.uzupełnienie regulaminu organizacyjnegozgodnie z art.24 ustawy o działalności leczniczej (tj.Dz.U. z 2013 poz.217 ze zm.)"|"2013-10-23"
"328081"|"Nie wydano zaleceń pokontrolnych"|"2012-08-28"
"328086"|"Wydano 1 zalecenie pokontrolne:- uzupełnienie regulaminu organizacyjnego w zakresie wysokości opłat za usługi medyczne"|"2013-02-06"
"328089"|"Wydano 2 zalecenia pokontrolne:1.złożenie wniosku o wpis zmian2.zmiana regulaminu organizacyjnego"|"2013-11-20"
"328089"|"Kontrola przeprowadzona w dniu 04.03.2015r. oraz w dniu 06.03.2015r. -wydano 2 zalecenia pokontrolne"|"2015-03-04"
"328091"|"Nie wydano zaleceń pokontrolnych"|"2013-03-06"
"328093"|"Nie wydano zaleceń pokontrolnych"|"2013-05-07"
"328094"|"Kontrola w dn.27.02.13,01,04.03.2013. Wydano 1 zalecenie pokontrolne:1.rzetelne prowadzenie dokumentacji medycznej"|"2013-02-27"
"328096"|"Nie wydano zaleceń pokontrolnych"|"2013-02-14"
"328104"|"Data kontroli 15,16,17.09.2015. Wydano 1 zalecenie pokontrolne."|"2015-09-15"
"328108"|"Ocena pozytywna"|"2011-12-12"
"328110"|"Wydano 2 zalecenia pokontrolne:1.złożenie wniosku o wpis kodu resortowego usługi USG w poradni lekarza POZ2.uzupełnienie regulaminu organizacyjnego"|"2013-06-18"
"328111"|"Przedmiotem kontroli  była ocena zgodności stanu organizacyjnego podmiotu leczniczego  z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego oraz  aktualności dokumentacji. W związku z przedłożeniem w dniu 22.10.2012r. aktualnej dokumentacji wymaganej przez RPWDL dot. działalności przedsiębiorstwa -nie wydano zaleceń pokontrolnych."|"2012-09-06"
"328112"|"Wydano 3 zalecenia pokontrolne:- zmiany nazwy podmiotu lub przedsiębiorstwa- dostarczenie opinii sanitarnej- dostosowanie regulaminu organizacyjnego"|"2013-09-11"
"328113"|"Wydano 2 zalecenia pokontrolne"|"2013-08-07"
"328115"|"Nie wydano zaleceń pokontrolnych"|"2013-03-21"
"328120"|"Wydano 2 zalecenia pokontrolne:1.złożenie wniosku o wpis zmian2.uzupełnienie regulaminu organizacyjnego"|"2013-11-27"
"328122"|"Kontrola 7,8.03.2013. Wydano 2 zalecenia pokontrolne:1.zwiększenie liczby wykonywanych przez pielęgniarki POZ testów przesiewowych u niemowląt2.wykonywanie testów przesiewowych u dzieci"|"2013-03-07"
"328122"|"Zaleceń pokontrolnych nie wydano"|"2015-12-04"
"328125"|"Wydano 4 zalecenia pokontrolne dot.Oddziału Ginekologiczno Położniczego rooming-in:1.właściwe zabezpieczenie kadry położnych2.wzmocnienie nadzoru przez kadrę kierowniczą 3.przeszkolenie wewnątrzoddziałowe kadry medycznej4.określenie zasad prawidłowej współpracy całego zespołu "|"2013-03-12"
"328125"|"Kontrola: ocena zabezpieczenia i realizacji opieki zdrowotnej nad matką i dzieckiem- nie wydano zaleceń pokontrolnych"|"2014-12-12"
"328130"|"Kontrola 12,14.04.2013. Wydano 1 zalecenie pokontrolne: zwiększenie nadzoru nad realizacją zadań pielęgniarki POZ"|"2013-04-12"
"328138"|"Nie wydano zaleceń pokontrolnych"|"2013-10-10"
"328139"|"Wydano 2 zalecenia pokontrolne;1.złożenie wniosku o wpis zmian do rejestru PWDL dot.kodów resortowych2.dostarczenie opinii sanitarnej dot. poradni alergologicznej"|"2013-07-01"
"328144"|"Wydano 1 zalecenie pokontrolne:- ujednolicenie nazewnictwa komórek organizacyjnych"|"2013-08-13"
"328145"|"Przedmiotem kontroli była ocena zgodności stanu organizacyjnego podmiotu leczniczego z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego oraz aktualności dokumentacji. Wydano zalecenia pokontrolne z dnia 12.07.2012r."|"2012-05-18"
"328146"|"Nie wydano zaleceń pokontrolnych"|"2013-10-22"
"328150"|"wydano 1 zalecenie pokontrolne:-złożenie wniosku o wpis zmian dot.wpisu Gabinetu diagnostyczno-zabiegowego oraz uzupełnienia kodu HC 4.2.1 USG w Poradni preluksacyjnej"|"2012-11-27"
"328151"|" wydano 4 zalecenia pokontrolne "|"2013-04-16"
"328154"|"Nie wydano zaleceń pokontrolnych"|"2013-09-19"
"328157"|"Wydano 2 zalecenia pokontrolne:1.złożenie wniosku o wpis zmian dot. wpisu pracowni rentgenodiagnostyki2.uzupełnienie regulaminu organizacyjnego"|"2013-02-15"
"328167"|"wydano 2 zalecenia pokontrolne"|"2014-03-25"
"328168"|"Wydano  1 zalecenie pokontrolne"|"2013-05-28"
"328169"|"Wydano 2 zalecenia:-złożyć wniosek o wpis zmian,-oznakować pomieszczenia oraz budynek."|"2014-02-24"
"328171"|"Nie wydano zaleceń pokontrolnych"|"2013-11-21"
"328171"|"Wydano  2 zalecenia pokontrolne -ocena zabezpieczenia i realizacji opieki  zdrowotnej nad matką i dzieckiem  "|"2014-10-06"
"328172"|"Nie wydano zaleceń pokontrolnych"|"2013-02-13"
"328173"|"Wydano 1 zalecenie pokontrolne:1.złożenie wniosku o wpis zmian do rejestru PWDL dot. nazwy przedsiębiorstwa"|"2013-07-03"
"328174"|"Wydano 3 zalecenia pokontrolne:- złożenie wniosku o wpis zmian- uzupełnienie regulaminu organizacyjnego- podanie do wiadomości pacjentów informacji dot. opłat za udostepnianie dokumentacji medycznej"|"2013-06-11"
"328184"|"Wydano 2 zalecenia:-oznakować pomieszczenia-uzupełnić regulamin organizacyjny"|"2013-09-13"
"328187"|"zalecenie pokontrolne:1. złożenie wniosku o wpis zmian do RPWDL dot. wpisu świadczenia usług badań laboratoryjnych w gabinetach zabiegowych."|"2013-11-26"
"328195"|"Wydano 1 zalecenie pokontrolne:- złożenie wniosku o wpis zmian dot. dodania kodów resortowych"|"2013-09-03"
"328199"|"W dniu kontroli stan organizacyjny podmiotu leczniczego był zgodny z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego, a dokumentacja wymagana przez organ rejestrowy była aktualna."|"2012-02-22"
"328200"|"Nie wydano zaleceń pokontrolnych"|"2013-04-22"
"328203"|"Wydano 1 zalecenie pokontrolne"|"2013-05-23"
"328205"|"W dniu kontroli stan organizacyjny podmiotu leczniczego był zgodny z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego. Zespół kontrolny stwierdził nieprawidłowość zapisów w regulaminie organizacyjnym. Wydano zalecenia pokontrolne mające na celu usunięcie stwierdzonych nieprawidłowości. Termin realizacji zaleceń do dnia 31 grudnia 2012r."|"2012-06-01"
"328207"|"Wydano 1 zalecenie pokontrolne"|"2013-05-31"
"328215"|"Wydano 2 zalecenia pokontrolne"|"2014-06-17"
"328216"|"Wydano 1 zalecenie pokontrolne:1.dostosowanie oznakowania przedsiębiorstwa na zewnątrz budynku do stanu zgodnego z rejestrem RPWDL (wykonano)"|"2013-06-24"
"328222"|"Wydano 1 zalecenie pokontrolne:1.złożenie wniosku o wpis zmian do rejestru PWDL dot. polisy oc"|"2013-07-04"
"328225"|"Kontrola w dn.24.02.2014 w zakresie zabezpieczenia i realizacji opieki zdrowotnej nad matką i dzieckiem. Wydano 1 zalecenie pokontrolne."|"2014-02-24"
"328234"|"Wydano 1 zalecenie pokontrolne:- usunięcie nieprawidłowości w regulaminie organizacyjnym"|"2012-09-14"
"328237"|"Nie wydano zaleceń pokontrolnych"|"2013-05-28"
"328244"|"Ogólna ocena jednostki kontrolowanej - Pozytywna z nieprawidłowościami."|"2011-12-30"
"328246"|"Wydano 1 zalecenie pokontrolne:- zmiana nazwy podmiotu leczniczego lub przedsiębiorstwa oraz złożenie wniosku o wpis zmian do rejestru"|"2013-01-23"
"328247"|"Wydano zalecenia pokontrolne:1.złożenie wniosku o wpis zmian2.dostarczenie aktualnej opinii sanitarnej 3.dostosowanie regulaminu organizacyjnego do ustawy o działalności leczniczej"|"2013-10-22"
"328251"|"Nie wydano zaleceń pokontrolnych"|"2013-11-26"
"328252"|"Wydano 2 zalecenia pokontrolne"|"2014-01-16"
"328253"|"Ogólna ocena jednostki kontrolowanej- pozytywna. Nieprawidłowości nie stwierdzono."|"2011-11-18"
"328253"|"Wydano 1 zalecenie pokontrolne"|"2013-10-29"
"328256"|"Nie wydano zaleceń pokontrolnych."|"2015-02-12"
"328259"|"W dniu kontroli stan organizacyjny podmiotu leczniczego był zgodny z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego, a dokumentacja wymagana przez organ rejestrowy była aktualna.Nie wydano zaleceń pokontrolnych."|"2012-02-22"
"328267"|"Kontrola w dn.26-29.11.2013 w zakresie oceny zabezpieczenia i realizacji opieki zdrowotnej nad matką i dzieckiem.Wydano 4 zalecenia pokontrolne"|"2013-11-26"
"328273"|"Wydano 1 zalecenie pokontrolne:1.złożenie wniosku o wpis zmian dot. wykreślenia Poradni Stomatologicznej"|"2013-09-17"
"328282"|"Stan organizacyjny podmiotu leczniczego zgodny z wpisem do rejestru podmiotów wykonujących działalność leczniczą. W wyniku kontroli jednostki  wyznaczono termin realizacji zaleceń."|"2012-09-12"
"328284"|"Nie wydano zaleceń pokontrolnych"|"2012-09-21"
"328285"|"Wydano 3 zalecenia pokontrolne"|"2013-04-16"
"328288"|"Nie wydano zaleceń pokontrolnych"|"2012-08-31"
"328306"|"Nie wydano zaleceń pokontrolnych"|"2013-09-05"
"328308"|"Ogólna ocena jednostki kontrolowanej - pozytywna. Nie stwierdzono nieprawidłowości."|"2011-11-14"
"328308"|"Wydano 4 zalecenia pokontrolne:-złożyć wniosek o wpis zmian,-dostarczyć aktualną opinię sanitarną,-ustalić regulamin organizacyjny,-oznakować pomieszczenia."|"2013-12-09"
"328310"|"Nie wydano zaleceń pokontrolnych"|"2014-03-14"
"328318"|"Wydano 2 zalecenia pokontrolne oraz wnioski:1.złozenie wniosku o wpis zmian do rejestru dot.ubezpieczenia oc2. dostosowanie regulaminu organizacyjnego do art.24 ustawy o d.l."|"2013-09-03"
"328322"|"Wydano 2 zalecenia pokontrolne:1.dostarczenie aktualnego programu dostosowania oraz decyzję właściwego inspektora sanitarnego (wykonano)2.dostarczenie aktualnej decyzji właściwego inspektora UDT (wykonano)"|"2012-03-21"
"328323"|"Kontrola w dn.29-30.05.2014, wydano 1 zalecenie pokontrolne"|"2014-05-29"
"328325"|"wydano 2 zalecenia pokontrolne"|"2014-05-29"
"328325"|"Kontrola dot. rejestru RPWDL.Nie wydano zaleceń pokontrolnych "|"2012-11-20"
"328325"|"Nie wydano zaleceń pokontrolnych"|"2015-11-05"
"328334"|"Nie wydano zaleceń pokontrolnych"|"2013-09-23"
"328335"|"Oddział NiKwOZ - zalecenia:1.wykonywanie badań przesiewowych u dzieci w wieku 2,4 i 5 lat przez pielęgniarki,2.ustalenie regulaminu organizacyjnego"|"2012-03-02"
"328335"|"Kontrola w dn.10.12.2014-29.12.2014. Wydano 3 zalecenia pokontrolne"|"2014-12-10"
"328340"|"zalecenie pokontrolne:1. złożenie wniosku o  wykreślenie podmiotu leczniczego z Rejestru Podmiotów Wykonujących Działalność Leczniczą. "|"2014-05-28"
"328342"|"Wydano 2 zalecenia pokontrolne:-złożenie wniosku -dodanie kodu usługi USG w Poradni POZ-uzupełnienie regulaminu organizacyjnego"|"2013-05-17"
"328346"|" wydano 2 zalecenia pokontrolne "|"2013-02-22"
"328353"|"Nie wydano zaleceń pokontrolnych"|"2013-07-03"
"328356"|"Wydano 1 zalecenie pokontrolne:1.dostarczenie aktualnej decyzji PPIS"|"2013-04-11"
"328360"|"W dniu kontroli stan organizacyjny był zgodny z wpisem do rejestru podmiotów wykonujących działalność leczniczą prowadzonego przez Wojewodę Lubuskiego; dokumentacja wymagana przez organ rejestrowy była aktualna."|"2012-02-27"
"328371"|"Nie wydano zaleceń pokontrolnych"|"2013-11-25"
"328373"|"Wydano 2 zalecenia pokontrolne oraz 8 wniosków"|"2013-10-24"
"328374"|"Kontrola w dn.13-14.02.2014 w zakresie zabezpieczenia i realizacji opieki zdrowotnej nad matką i dzieckiem. Wydano 2 zalecenia pokontrolne."|"2014-02-13"
"328376"|"Wydano 2 zalecenia:-wykonywanie badań bilansowych u dzieci w wieku 6 lat u dzieci które tym badaniom podlegają-zwiększyć liczbę wykonywanych badań bilansowych u dzieci i młodzieży w wieku 10, 13 ,16 ,18/19 lat"|"2014-06-27"
"328379"|"Wydano 2 zalecenia pokontrolne: złożyć wniosek dot. wpisu rentgenodiagnostyki w poradni stomatologicznej; złożyć aktualną polisę oc. ponadto dostosować stan w księdze rejestrowej do 31.12.2012r."|"2012-04-27"
"328383"|"Kontrola w zakresie zabezpieczenia i realizacji opieki zdrowotnej nad matką i dzieckiem. Wydano 1 zalecenie pokontrolne."|"2014-05-08"
"328393"|"Pozytywny"|"2013-03-21"
"328404"|"Pozytywna"|"2012-06-25"
"328516"|"Zakres kontroli:Zgodność komórek organizacyjnych realizujących świadczenia zdrowotne z wpisem do rejestru podmiotów wykonujących działalność leczniczą, spełnienie przez podmiot leczniczy warunków określonych art.17 ust. 1-3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej do prowadzenia takiej działalności.Wynik kontroli: pozytywny"|"2012-02-22"
"328536"|"W wyniku kontroli stwierdzono następujące nieprawidłowości:- niedopełnienie obowiązków: przekazania organowi rejestrowemu dokumentów potwierdzających zawarcie umowy odpowiedzialności cywilnej podmiotu leczniczego oraz złożenia wniosku o zmianę wpisu do rejestru w zakresie informacji o ww. ubezpieczeniu,- brak dokumentów potwierdzających zatrudnienie lekarza kardiologa, lekarza psychiatry oraz psychologa, - brak praw wykonywania zawodu w przypadku lekarzy: neurologa, alergologa, chirurga ogólnego, chirurga klatki piersiowej, urologa, medycyny pracy oraz specjalisty chorób wewnętrznych,- brak funkcjonowania poradni: kardiologicznej, psychiatrycznej, psychologicznej oraz nie złożenie organowi rejestrowemu wniosku o zmianę wpisu do rejstru w ww. zakresie,- treść regulaminu organizacyjnego nie wpełni odpowiada wymaganiom art. 24 ust. 1 ustawy o działalności leczniczej"|"2013-08-21"
"328574"|"W wyniku kontroli w przedsiębiorstwie podmiotu stwierdzono:1.brak regulaminu organizacyjnego podmiotu,2.niezgodność nazwy podmiotu leczniczego wpisanej do księgi rejestrowej z nazwą figurującą w rejestrze REGON,3.brak w paszportach technicznych sprzętu medycznego wpisów określających terminy następnych przeglądów serwisowych,4.brak wpisu do księgi rejestrowej udzielanych świadczeń zdrowotnych z zakresu rentgenodiagnostyki,5.brak dokumentów potwierdzających uprawnienia do świadczenia usług medycznych jednego z pracowników."|"2013-06-27"
"328597"|"Pozytywna"|"2013-01-25"
"328602"|"Pozytywny"|"2013-09-13"
"328603"|"Pozytywny"|"2013-09-23"
"328695"|"pozytywny"|"2012-02-01"
"328708"|"Zakres kontroli:Zgodność komórek organizacyjnych realizujących świadczenia zdrowotne z wpisem do rejestru podmiotów wykonujących działalność leczniczą, spełnienie przez podmiot leczniczy warunków określonych art.17 ust. 1-3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej do prowadzenia takiej działalności.Wynik kontroli: pozytywny"|"2012-02-20"
"328710"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Podmiot posiadal umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.2. W dokumentacji placówki zgromadzono dokumenty potwierdzające prawo wykonywania zawodu lekarzy 16 spośród 18 zatrudnionych, 5 pielęgniarek oraz położnej.3. Niezgodnośc struktury organizacyjnej przedsiębiorstwa podmiotu zgłoszonej do rejestru ze stanem faktycznym.4. Niespełnienie określonego wymogu w odniesieniu do gabinetu poradni urologicznej.5. Nieokazanie dokumentów potwierdzających prawo wykonywania zawodu dwóch lekarzy wykonujacych w NZOZ zawód medyczny.6. Nieprowadzenie Księgi pracowni diagnostycznej USG, co jest niezgodne z wymogami. 6. Nieprawidłowe prowadzenie zbiorczej dokumentacji medycznej.7. Nieprawidłowe prowadzenie indywidualnej dokumentacji medycznej.8. Nieprawidłowe przechowywanie dokumentacji medycznej.        "|"2015-07-22"
"328710"|"W wyniku kontroli w przedsiębiorstwie podmiotu ustalono:1. Struktura organizacyjna przedsiębiorstwa podmiotu określona w regulaminie organizacyjnym była zgodna ze stanem faktycznym oraz z danymi zgłoszonymi do rejestru.2. Podmiot posiadał umowę ubezpieczenia odpowiedzialności cywilnej, zgodnie z wymogami.3. W dokumentacji placówki zgromadzono dokumenty potwierdzające prawo wykonywania zawodu aktualnie zatrudnionej kadry lekarskiej.4. Podanie pacjentom produktów leczniczych zostało odnotowane w Historiach zdrowia i choroby pacjentów oraz w Księdze zabiegów.5. W dokumentacji medycznej pacjentów zamieszczono informacje o wystawianiu recept na leki.6. Podanie leków zostało potwierdzone zapisem w Księdze zabiegów.7. Nieprawidłowe prowadzenie indywidualnej i zbiorczej dokumentacji medycznej.8. Nieprawidłowe przechowywanie dokumentacji medycznej.      "|"2015-10-23"
"328711"|"Pozytywny"|"2012-03-13"
"328713"|"Pozytywny"|"2012-03-22"
"328776"|"Pozytywny"|"2013-12-11"
"328786"|"Negatywny"|"2016-04-06"
"328790"|"Pozytywny"|"2012-02-08"
"328800"|"Pozytywny"|"2012-02-01"
"328816"|"Pozytywna z nieprawidłowościami"|"2015-12-07"
"328823"|"pozytywny"|"2012-03-21"
"328861"|"Pozytywny"|"2012-04-04"
"328889"|"pozytywna"|"2012-07-16"
"328956"|"Pozytywny"|"2013-05-22"
"328984"|"Pozytywny"|"2012-12-12"
"328988"|"Zakres kontroli:Zgodność komórek organizacyjnych realizujących świadczenia zdrowotne z wpisem do rejestru podmiotów wykonujących działalność leczniczą, spełnienie przez podmiot leczniczy warunków określonych art.17 ust. 1-3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej do prowadzenia takiej działalności.Wynik kontroli: pozytywny"|"2012-02-09"
"328993"|"Pozytywny"|"2013-04-17"
"329005"|"Pozytywny"|"2014-05-21"
"329009"|"Pozytywny"|"2012-06-13"
"329028"|"Pozytywny"|"2013-02-27"
"329029"|"Pozytywny"|"2012-09-24"
"329081"|"Pozytywny"|"2012-10-11"
"329091"|"Pozytywny z nieprawidłowościami"|"2015-09-25"
"329117"|"Pozytywny"|"2012-02-15"
"329118"|"Zakres kontroli:Zgodność komórek organizacyjnych realizujących świadczenia zdrowotne z wpisem do rejestru podmiotów wykonujących działalność leczniczą, spełnienie przez podmiot leczniczy warunków określonych art.17 ust. 1-3 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej do prowadzenia takiej działalności.Wynik kontroli: pozytywny"|"2012-02-13"
"329123"|"pozytywny"|"2012-07-10"
"329129"|"Pozytywny"|"2012-03-27"
"329136"|"Pozytywny z uchybieniami."|"2015-04-20"
"329143"|"Pozytywny z uchybieniami"|"2012-02-23"
"329170"|"Pozytywny z uchybieniami"|"2012-02-15"
"329278"|"Pozytywny"|"2013-06-20"
"329352"|"Pozytywny"|"2012-09-05"
"329358"|"Pozytywny z nieprawidłowościami"|"2016-03-23"
