ID apteki	Nazwa	Status	Numer zezwolenia	Data wydania zezwolenia	Data cofnięcia zezwolenia	Data wygaszenia zezwolenia	Data uprawomocnienia zezwolenia	Data uprawomocnienia cofnięcia/wygaszenia zezwolenia	Data nadania rygoru natychmiastowej wykonalności dla cofnięcia zezwolenia	Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia	Województwo	Powiat	Gmina	Rodzaj ulicy	Ulica	Numer Budynku	Numer Lokalu	Miejscowość	Kod pocztowy	Poczta	Simc	Terc	Ulic
1202219	ZIKO APTEKA	aktywna	DNA.8520.1.8.2016	2016-02-12			2016-02-27				ŚLĄSKIE	żywiecki	Żywiec (gmina miejska)	ul.	1 Maja	2		Żywiec	34-300		927642	2417011	11926
1202297	ZIKO APTEKA	aktywna	"FARZ-DA.8520.2133.2016	"	2016-02-19							PODKARPACKIE	Rzeszów	Rzeszów (gmina miejska)	ul.	Grunwaldzka	17F		Rzeszów			974133	1863011	6260
1202333	ZIKO APTEKA	aktywna	WIF-WR-I.8520.1.105.2015	2016-02-19			2016-02-19				DOLNOŚLĄSKIE	Wrocław	Wrocław-Śródmieście (delegatura)	ul.	Pomorska	61		Wrocław			986952	264069	17088
1204251	ZIKO APTEKA	aktywna	DNA.8520.1.36.2016	2016-04-12			2016-04-27				ŚLĄSKIE	Bielsko-Biała	Bielsko-Biała (gmina miejska)	ul.	Józefa Piłsudskiego	12	3	Bielsko-Biała	43-300		923584	2461011	16264
1204660	ZIKO APTEKA	aktywna	DNA.8520.1.38.2016	2016-04-25			2016-05-10				ŚLĄSKIE	Dąbrowa Górnicza	Dąbrowa Górnicza (gmina miejska)	ul.	3 Maja	3		Dąbrowa Górnicza	41-300		939473	2465011	11937
1204984	ZIKO APTEKA	aktywna	DNA.8520.1.54.2016	2016-05-02			2016-05-17				ŚLĄSKIE	Siemianowice Śląskie	Siemianowice Śląskie	ul.	Kościelna	30		Siemianowice Śląskie	41-103	Siemianowice Śląskie	943150	2474011	9546
1205165	ZIKO APTEKA	aktywna	FŁ-1224/A/2016	2016-04-29			2016-05-14				ŁÓDZKIE	Łódź	Łódź-Widzew (delegatura)	ul.	Aleksandra Puszkina	17		Łódź	92-516		958453	1061069	18209
1205282	ZIKO APTEKA	aktywna	33/2016	2016-05-12			2016-05-28				WIELKOPOLSKIE	Poznań	Poznań-Jeżyce (delegatura)	ul.	Jana Henryka Dąbrowskiego	7		Poznań	60-838	POZNAŃ	969586	3064039	3682
1205338	ZIKO APTEKA	aktywna	WIF-WR-I.8520.1.19.2016	2016-05-16			2016-05-16				DOLNOŚLĄSKIE	głogowski	Głogów (gmina miejska)	ul.	Marszałka Józefa Piłsudskiego	19	lokal 0.01	Głogów	67-200	Głogów	954082	203011	36029
1206617	ZIKO APTEKA	aktywna	FAKR-I.8520.1.62.2016	2016-06-17			2016-06-17				MAŁOPOLSKIE	krakowski	Zielonki (gmina wiejska)	ul.	Stary Trakt	2A	0,8	Węgrzce	32-086		344343	1206172	21038
1208725	ZIKO APTEKA	aktywna	DNA.8520.1.97.2016	2016-08-26			2016-09-10				ŚLĄSKIE	Jastrzębie-Zdrój	Jastrzębie-Zdrój		ul. Warszawska	2		Jastrzębie-Zdrój	44-335	Jastrzębie-Zdrój			
1209874	ZIKO APTEKA	aktywna	FAKR-I.8520.1.92.2016	2016-09-30			2016-09-30				MAŁOPOLSKIE	Kraków	Kraków-Śródmieście (delegatura)	ul.	Starowiślna	54		Kraków-Śródmieście	31-032		951327	1261059	21001
1115466	Ziko Aptek Tanie Leki	aktywna	FAKR-I.8520.1.53.2013	2013-05-22			2013-05-22				małopolskie	olkuski	Olkusz	skwer	Kazimierza Wielkiego	24		Olkusz	32-300		941777	1212054	8266
1081845	ZIKO	aktywna	FAWA.357/2000	2000-08-04			2000-08-19				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	al.	Aleja Lotników	22		Warszawa	02-668	Warszawa	918130	1465058	45560
1086469	ZIKO	aktywna	WIF.WA.4100/84/09	2009-11-04			2009-11-19				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Puławska	101A	21	Warszawa	02-595	Warszawa	918130	1465058	18102
1086488	ZIKO	aktywna	WIF.WA.4100/86/09	2009-11-12			2009-11-28				MAZOWIECKIE	Warszawa	Wola (dzielnica)	al.	Aleja Jana Pawła II	45A	394041	Warszawa	01-108	Warszawa	919884	1465188	37675
1086515	ZIKO	aktywna	WIF.WA.4100/94/09	2009-11-30			2009-12-15				MAZOWIECKIE	Warszawa	Śródmieście (dzielnica)	ul.	Piękna	31/37		Warszawa	00-677	Warszawa	919810	1465108	16191
1086726	ZIKO	aktywna	WIF.WA.4100/53/10	2010-07-02			2010-07-20				MAZOWIECKIE	Warszawa	Śródmieście (dzielnica)	ul.	Marszałkowska	140		Warszawa	00-061	Warszawa	919810	1465108	12400
1086783	ZIKO	aktywna	WIF.WA.4100/67/10	2010-08-23			2010-09-08				MAZOWIECKIE	Warszawa	Bielany (dzielnica)	ul.	Jana Kasprowicza	68		Warszawa	01-949	Warszawa	988804	1465048	8153
1087024	ZIKO	aktywna	WIF.WA.IV.8520.4.16.2011.DB	2011-04-06			2011-04-21				MAZOWIECKIE	Warszawa	Wola (dzielnica)	ul.	Marcina Kasprzaka	24	9	Warszawa	01-211	Warszawa	919884	1465188	8157
1087137	ZIKO	aktywna	WIF.WA.IV.8520.4.41.2011.DB	2011-06-17			2011-07-02				MAZOWIECKIE	Warszawa	Bielany (dzielnica)	ul.	Władysława Broniewskiego	28		Warszawa	01-771	Warszawa	988804	1465048	2125
1097511	ZIKO	aktywna	WIF.WA.IV.8520.4.15.2012.DB	2012-03-27			2012-04-12				MAZOWIECKIE	miński	Mińsk Mazowiecki (gmina miejska)	ul.	Konstytucji 3 Maja	7	A/01	Mińsk Mazowiecki	05-300	Mińsk Mazowiecki	975687	1412011	9213
1118012	ZIKO	aktywna	WIF.WA.II.8520.4.12.2013.DB	2013-02-08			2013-02-23				MAZOWIECKIE	Warszawa	Ochota (dzielnica)	ul.	Mołdawska	5		Warszawa	02-127	Warszawa	918643	1465068	13234
1121357	ZIKO	aktywna	WIF.WA.II.8520.4.119.2013.DB	2013-11-20			2013-12-05				MAZOWIECKIE	otwocki	Otwock (gmina miejska)	ul.	Jana Matejki	1	1B	Otwock	05-400	Otwock	921237	1417021	12489
1122098	ZIKO	aktywna	WIF.WA.II.8520.4.124.2013.DB	2013-12-05			2013-12-20				MAZOWIECKIE	Warszawa	Białołęka (dzielnica)	ul.	Odkryta	4	A	Warszawa	03-140	Warszawa	988796	1465038	14732
1123649	ZIKO	aktywna	WIF.WA.II.8520.4.7.2014.DB	2014-01-29			2014-02-14				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	al.	Aleja Jerzego Waszyngtona	2A	2	Warszawa	03-910	Warszawa	918838	1465078	45576
1124324	ZIKO	aktywna	WIF.WA.II.8520.4.11.2014.DB	2014-02-04			2014-02-19				MAZOWIECKIE	Warszawa	Ochota (dzielnica)		Grójecka	17	2A	Warszawa	02-021	Warszawa	918643	1465068	
1171971	ZIKO	aktywna	WIF.WA.II.8520.4.18.2014.DB	2014-02-21			2014-03-17				MAZOWIECKIE	otwocki	Otwock (gmina miejska)	ul.	Powstańców Warszawy	13		Otwock	05-400	Otwock	921237	1417021	17372
1172772	ZIKO	aktywna	WIF.WA.II.8520.4.28.2014.DB	2014-03-21			2014-04-08				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	ul.	Cynamonowa	19/U7		Warszawa	02-777	Warszawa	988833	1465138	3182
1174139	ZIKO	aktywna	WIF.WA.II.8520.4.67.2014.DB	2014-06-12			2014-06-28				MAZOWIECKIE	Warszawa	Ursus (dzielnica)	ul.	Władysława Jagiełły	4	U1	Warszawa	02-495	Warszawa	918784	1465128	24494
1174171	ZIKO	aktywna	WIF.WA.II.8520.4.60.2014.DB	2014-06-06			2014-06-24				MAZOWIECKIE	grójecki	Grójec (miasto w gminie miejsko-wiejskiej)	ul.	Józefa Piłsudskiego	4		Grójec	05-600	Grójec	973352	1406054	16264
1175976	ZIKO	aktywna	WIF.WA.II.8520.4.85.2014.DB	2014-08-05			2014-08-20				MAZOWIECKIE	miński	Mińsk Mazowiecki (gmina miejska)	ul.	Zygmunta Kazikowskiego	5	6	Mińsk Mazowiecki	05-300	Mińsk Mazowiecki	975687	1412011	8245
1177863	ZIKO	aktywna	WIF.WA.II.8520.4.88.2014.DB	2014-09-11			2014-09-30				MAZOWIECKIE	miński	Mińsk Mazowiecki (gmina miejska)	pl.	Plac Stary Rynek	1		Mińsk Mazowiecki	05-302	Mińsk Mazowiecki	975687	1412011	44524
1178186	ZIKO	aktywna	WIF.WA.II.8520.4.97.2014.DB	2014-09-19			2014-10-06				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	al.	Aleja Niepodległości	24/30	8	Warszawa	02-653	Warszawa	918130	1465058	38299
1179869	ZIKO	aktywna	WIF.WA.II.8520.4.112.2014.DB	2014-10-31			2014-11-18				MAZOWIECKIE	Siedlce	Siedlce (gmina miejska)	ul.	Józefa Piłsudskiego	54		Siedlce	08-110	Siedlce	975173	1464011	16264
1180265	ZIKO	aktywna	WIF.WA.II.8520.4.121.2014.DB	2014-11-10			2014-11-28				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	al.	Aleja Komisji Edukacji Narodowej	83	U9	Warszawa	02-777	Warszawa	988833	1465138	45561
1180303	ZIKO	aktywna	WIF.WA.II.8520.4.123.2014.DB	2014-11-07			2014-11-22				MAZOWIECKIE	legionowski	Legionowo (gmina miejska)	ul.	marsz. Józefa Piłsudskiego	39	6	Legionowo	05-120	Legionowo	920806	1408011	16274
1181125	ZIKO	aktywna	WIF.WA.II.8520.4.125.2014.DB	2014-11-24			2014-12-12				MAZOWIECKIE	Warszawa	Śródmieście (dzielnica)	ul.	Warecka	8		Warszawa	00-040	Warszawa	919810	1465108	23649
1185017	ZIKO	aktywna	WIF.WA.II.8520.4.27.2015.DB	2015-03-02			2015-03-18				MAZOWIECKIE	Warszawa	Ochota (dzielnica)	ul.	Racławicka	146		Warszawa	02-117	Warszawa	918643	1465068	18273
1186186	ZIKO	aktywna	WIF.WA.II.8520.4.39.2015.DB	2015-04-13			2015-04-29				MAZOWIECKIE	Warszawa	Bemowo (dzielnica)	ul.	Powstańców Śląskich	108A		Warszawa	01-466	Warszawa	988780	1465028	17366
1191735	ZIKO	aktywna	WIF.WA.II.8520.4.75.2015.DB	2015-07-23			2015-08-10				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	al.	Aleja Komisji Edukacji Narodowej	19	2,1	Warszawa	02-797	Warszawa	988833	1465138	45561
1193171	ZIKO	aktywna	WIF.WA.II.8520.4.92.2015.DB	2015-08-31			2015-09-17				MAZOWIECKIE	Warszawa	Praga-Północ (dzielnica)	ul.	Targowa	39		Warszawa	03-728	Warszawa	919298	1465088	22659
1195294	ZIKO	aktywna	WIF.WA.II.8520.4.105.2015.DB	2015-09-30			2015-10-15				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	ul.	Eugeniusza Romera	10		Warszawa	02-784	Warszawa	988833	1465138	18846
1198982	ZIKO	aktywna	WIF.WA.II.8520.4.138.2015.DB	2015-11-27			2015-12-12				MAZOWIECKIE	żyrardowski	Żyrardów (gmina miejska)	ul.	1 Maja	40	0,07	Żyrardów	96-300	Żyrardow	977210	1438011	
1200852	ZIKO	aktywna	WIF.WA.II.8520.2.4.2016.DB	2016-01-08			2016-01-26				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Bukowińska	22	5H	Warszawa	02-703	Warszawa	918130	1465058	2394
1201661	ZIKO	aktywna	WIF.WA.II.8520.2.15.2016.DB	2016-01-29			2016-02-16				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Antoniego Malczewskiego	56		Warszawa	02-622	Warszawa	918130	1465058	12035
1201970	ZIKO	aktywna	WIF.WA.II.8520.2.17.2016.DB	2016-02-08			2016-02-24				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	ul.	Grochowska	174/176 	U-5	Warszawa	04-357	Warszawa	918838	1465078	6137
1203000	ZIKO	aktywna	WIF.WA.II.8520.2.27.2016.DB	2016-03-11			2016-03-29				MAZOWIECKIE	Warszawa	Ochota (dzielnica)	ul.	Szczęśliwicka	36		Warszawa	02-353	Warszawa	918643	1465068	21847
1203013	ZIKO	aktywna	WIF.WA.II.8520.2.28.2016.DB	2016-03-11			2016-03-29				MAZOWIECKIE	Warszawa	Ochota (dzielnica)	ul.	Stanisława Skarżyńskiego	1		Warszawa	02-377	Warszawa	918643	1465068	20027
1204020	ZIKO	aktywna	WIF.WA.II.8520.2.37.2016.DB	2016-04-05			2016-04-21				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	ul.	Belgradzka	22	U-1	Warszawa	02-793	Warszawa	988833	1465138	980
1205578	ZIKO	aktywna	WIF.WA.II.8520.2.51.2016.DB	2016-05-20			2016-06-07				MAZOWIECKIE	Warszawa	Śródmieście (dzielnica)	ul.	Nowy Świat	45		Warszawa	00-042	Warszawa	919810	1465108	14535
1207598	ZIKO	aktywna	WIF.WA.II.8520.2.65.2016.DB	2016-07-15			2016-08-02				MAZOWIECKIE	Warszawa	Śródmieście (dzielnica)	ul.	Dobra	27		Warszawa	00-344	Warszawa	919810	1465108	3928
1207856	ZIKO	aktywna	WIF.WA.II.8520.2.70.2016.DB	2016-07-27			2016-08-12				MAZOWIECKIE	miński	Mińsk Mazowiecki (gmina miejska)	ul.	Mikołaja Kopernika	5		Mińsk Mazowiecki	05-300	Mińsk Mazowiecki	975687	1412011	9282
1208006	ZIKO	aktywna	WIF.WA.II.8520.2.73.2016.DB	2016-07-29			2016-08-18				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Antoniego Józefa Madalińskiego	25		Warszawa	02-544	Warszawa	918130	1465058	11877
1208803	ZIKO	aktywna	WIF.WA.II.8520.2.82.2016.DB	2016-08-29			2016-09-14				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)		Aleja Komisji Edukacji Narodowej	57	U1	Warszawa	02-797	Warszawa	988833	1465138	45561
1210001	ZIKO	aktywna	WIF.WA.II.8520.2.94.2016.DB	2016-10-04			2016-10-20				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Jurija  Gagarina	2/30B		Mokotów	00-754	Warszawa	918130	1465058	5239
1210545	ZIKO	aktywna	WIF.WA.II.8520.2.99.2016.DB	2016-10-17			2016-11-03				MAZOWIECKIE	Warszawa	Ursynów (dzielnica)	ul.	Indiry Gandhi	15		Ursynów	02-776	Warszawa	988833	146513	5312
1172982	Ziemięcice	aktywna	DNAiH.8530.1.3.2014	2014-02-27			2014-03-14				ŚLĄSKIE	tarnogórski	Zbrosławice (gmina wiejska)	ul.	Mikulczycka	9		Ziemięcice	42-675	Ziemięcice	225319	2413092	12906
1044145	ZIELONY	aktywna	WIF.PO.A-8240.1P/07/2004	2004-02-16			2004-03-04				wielkopolskie	szamotulski		ul.	ŚWIERCZEWSKIEGO	10		DUSZNIKI WIELKOPOLSKIE	64-550				
1180298	ZIELONE WZGÓRZE	aktywna	FŁ-1053/A/2014	2014-10-02			2014-10-18				ŁÓDZKIE	Łódź	Łódź-Górna (delegatura)	ul.	Joachima Lelewela	3/7		Łódź	93-166		957985	1061039	10793
1182012	ZIELONE WZGÓRZE	aktywna	FŁ-1067/A/2014	2014-12-09			2014-12-25				ŁÓDZKIE	Łódź	Łódź-Śródmieście (delegatura)	ul.	Jana Kilińskiego	298		Łódź	93-160		958430	1061059	8435
1198925	ZIELONE WZGÓRZE	aktywna	FŁ-1164/A/2015	2015-11-02			2015-11-17				ŁÓDZKIE	Łódź	Łódź-Polesie (delegatura)	al.	ks. bp. Władysława Bandurskiego	49		Łódź			958269	1061049	27870
1175660	ZIELONE WZGÓRZA	aktywna	42/2014	2014-05-21			2014-06-04				WIELKOPOLSKIE	poznański	Murowana Goślina (miasto w gminie miejsko-wiejskiej)	ul.	Nowy Rynek	14		Murowana Goślina	62-095	MUROWANA GOŚLINA	971152	3021114	14532
1185256	ZIELONE WZGÓRZA	aktywna	FŁ-1081/A/2015	2015-02-16			2015-03-07				ŁÓDZKIE	Łódź	Łódź-Śródmieście (delegatura)	ul.	Pomorska	65		Łódź	90-218		958430	1061059	17088
1025359	Zielone Bałuty	aktywna	FŁ-811/A/2011	2011-04-20			2011-05-04				ŁÓDZKIE	Łódź	Łódź-Bałuty	ul.	Bolesława Limanowskiego	42/44		Łódź	91-052		957666	106102	11074
1016608	Zielona Apteka	aktywna	FŁ-VII-8240-224/A/03	2003-06-03			2003-06-17				ŁÓDZKIE	kutnowski	Kutno (gmina miejska)	ul.	Podrzeczna	9		Kutno	99-300		969103	1002011	16846
1121606	ZIELONA APTEKA	aktywna	WIF.WA.4100/47/06	2006-06-08			2006-06-28				MAZOWIECKIE	Warszawa	Śródmieście (dzielnica)	ul.	Śliska	3		Warszawa	00-127	Warszawa	919810	1465108	22328
1012738	Zielona	aktywna	FALD-285/A/99	1999-02-17			1999-03-03				łódzkie	sieradzki	Sieradz	ul.	Jana Pawła II	12I		Sieradz	98-200		976050	1014011	7123
1047230	ZIELONA	aktywna									wielkopolskie	poznański	Poznań	os.	ORŁA BIAŁEGO	245		POZNAŃ	61-251				
1048637	ZIELONA	aktywna	96/2011	2011-12-08			2011-12-23				wielkopolskie	turecki	Kawęczyn			53		KOWALE PAŃSKIE KOLONIA	62-704				
1054834	ZIELONA	aktywna	WIF.PO.A-82400/55/08	2008-12-15			2008-12-29				wielkopolskie	gostyński		ul.	DROGA LISIA	55		BOREK WLKP.	63-810				
1060344	ZIELONA	aktywna	ŚLWIFKA.8520.1.93.1.2011	2011-07-20			2011-07-20				śląskie	częstochowski	Częstochowa		ALEJA NMP	16		CZĘSTOCHOWA	42-200				
1104069	Zielona	aktywna	57/18/98  (FAWE-9211/116/98)	1998-12-22			1999-01-05				kujawsko-pomorskie	włocławski	Izbica Kujawska	ul.	Pl.Wolności	19		Izbica Kujawska	87-865				
1127498	ZIELONA	aktywna	WIIF.WR-I-8240/212/zezw./154/01	2001-12-17			2001-12-17				dolnośląskie	Wrocław	Wrocław	ul.	Paryska	1A		Wrocław	51-215		986745	264049	15741
1147642	Zielona	aktywna	333	2004-03-08			2004-03-08				zachodniopomorskie	Koszalin	Koszalin	ul.	Śniadeckich	7a , 7c		Koszalin	75-453		949448	3261011	22382
1150049	ZIELONA	aktywna	WIFG.8520.1.2.2011.JK	2011-08-01			2011-08-01				lubuskie	Zielona Góra	Zielona Góra	ul.	Konstruktorów	36/2		Zielona Góra	65-119		988313	862011	9204
1180046	ZIELONA	aktywna	59/2014	2014-07-17			2014-08-01				WIELKOPOLSKIE	turecki	Dobra (miasto w gminie miejsko-wiejskiej)			30		Dobra	62-730	Dobra	949000	3027034	
1192790	ZIELONA	aktywna	75/2015	2015-08-20							WIELKOPOLSKIE	turecki	Turek (gmina miejska)	ul.	Armii Krajowej	1		Turek	62-700	Turek	949336	3027011	432
1195443	ZIELONA	aktywna	44/2007	2007-03-26							WIELKOPOLSKIE	Poznań	Poznań-Nowe Miasto (delegatura)	os.	Orła Białego	45		Poznań	61-251	POZNAŃ	969770	3064049	15168
1198373	Zgierskie Centrum Kardiologii Med-Pro	aktywna	FŁ-II.8540.5.2012	2012-08-08			2012-08-23				ŁÓDZKIE	zgierski	Zgierz (gmina miejska)	ul.	Parzęczewska	35		Zgierz	95-100		959263	1020031	15746
1051849	ZĘBCOWSKA	aktywna	WIF.KL.85200.10.2011	2011-10-19			2011-11-03				wielkopolskie	ostrowski	Ostrów Wielkopolski (gmina miejska)	ul.	Zębcowska	33		Ostrów Wielkopolski	63-400		937132	3017011	26015
1193964	ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W WADOWICACH	aktywna									MAŁOPOLSKIE	wadowicki	Wadowice (miasto w gminie miejsko-wiejskiej)	ul.	Karmelicka	5		Wadowice	34-100		926921	1218094	8061
1122472	Zespół Zakładów Opieki Zdrowotnej w Dobrym Mieście	aktywna	WIFOL.8540.12.2013	2013-12-19			2014-01-07				warmińsko-mazurskie	olsztyński	Dobre Miasto	ul.	Grunwaldzka	10B		DOBRE MIASTO	11-040		964614	2814034	6260
1074462	ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ	aktywna									śląskie	żywiecki	Żywiec	ul.	SIENKIEWICZA	52		ŻYWIEC	34-300		927642	2417011	19830
1137030	Zespół Zakładów Opieki Zdrowotnej	aktywna	WIF-WR-I.8540.22.2013	2013-08-16			2013-08-16				dolnośląskie	bolesławiecki	Nowogrodziec	ul.	Cicha	4		Nowogrodziec	59-730		936262	201044	2974
1057082	"Zespół Sanatoryjno-Szpitalny Rehabilitacji Narządu Ruchu ""Gwarek"""	aktywna	ŚlWIF.KA.8544.28.2012	2012-05-10							ŚLĄSKIE	pszczyński	Goczałkowice-Zdrój (gmina wiejska)	ul.	Uzdrowiskowa	51		Goczałkowice-Zdrój	43-230		214391	2410012	23456
1074435	ZESPÓŁ OPIEKI ZDROWOTNEJ W WODZISŁAWIU ŚLĄSKIM	aktywna									śląskie	wodzisławski	Wodzisław Śląski		26 MARCA	51		WODZISŁAW ŚLĄSKI	44-300				
1194010	ZESPÓŁ OPIEKI ZDROWOTNEJ W SUCHEJ BESKIDZKIEJ	aktywna									MAŁOPOLSKIE	suski	Sucha Beskidzka (gmina miejska)	ul.	Szpitalna	22		Sucha Beskidzka	34-200		925287	1215021	22073
1160951	Zespół Opieki Zdrowotnej w Oławie - Szpital Powiatowy - 01	aktywna									dolnośląskie	oławski	Oława	ul.	K. Baczyńskiego	1		Oława	55-200		987259	215011	
1122292	Zespół Opieki Zdrowotnej w Nidzicy	aktywna	WIFOL.8540.11.2013	2013-12-19			2014-01-07				WARMIŃSKO-MAZURSKIE	nidzicki	Nidzica (miasto w gminie miejsko-wiejskiej)	ul.	Traugutta	13		Nidzica	13-100	Nidzica	964904	2811044	22961
1056844	Zespół Opieki Zdrowotnej w Kłobucku	aktywna	ŚlWIF.KA-4400/06/09	2011-03-22							ŚLĄSKIE	kłobucki	Kłobuck (miasto)	ul.	11 Listopada	5c		Kłobuck	42-100		931678	2406014	11205
1203705	Zespół Opieki Zdrowotnej w Brodnicy	aktywna	WIFBY-DT.8540.1.1.2016	2016-03-25							KUJAWSKO-POMORSKIE	brodnicki	Brodnica (gmina miejska)	ul.	Wiejska	9	-	Brodnica	87-300	Brodnica	982954	402011	
1197163	Zespół Opieki Zdrowotnej	aktywna	FŁ	2000-01-01			2000-01-01				ŁÓDZKIE	łęczycki	Łęczyca (gmina miejska)	ul.	Zachodnia	6		Łęczyca	99-100		969250	1004011	25305
1197174	Zespół Opieki Zdrowotnej	aktywna	FŁ	2000-01-01			2000-01-01				ŁÓDZKIE	łowicki	Łowicz (gmina miejska)	ul.	Ułańska	28		Łowicz	99-400		977031	1005011	23345
1197667	"Zespół Opieki Paliatywnej im. Jana Pawła II Hospicjum ""Światło"" Oddział Opieki Stacjonarnej"	aktywna	WIFBY-DT.8540.5.2013	2013-06-11			2013-06-29				KUJAWSKO-POMORSKIE	Toruń	Toruń (gmina miejska)	ul.	Grunwaldzka	64		Toruń	87-100		982724	463011	6260
1124590	Zespół Opieki Długoterminowej Poradnia Rodzinna Zdrowie	aktywna	brak	2013-09-24			2013-09-24				mazowieckie	płoński	Raciąż			23A		Kraszewo-Czubaki	09-166				
1198569	Zespół Nieszpitalnej Opieki Stacjonarnej	aktywna	FŁ-II.8540.10.2013	2013-08-09			2013-08-24				ŁÓDZKIE	Łódź	Łódź-Górna (delegatura)	ul.	Jana Kilińskiego	232		Łódź	93-133		957985	1061039	8435
1194007	ZESPÓŁ NIEPUBLICZNYCH ZAKŁADÓW OPIEKI ZDROWOTNEJ UZDROWISKO SZCZAWNICA 	aktywna									MAŁOPOLSKIE	nowotarski	Szczawnica (miasto w gminie miejsko-wiejskiej)	ul.	Zdrojowa	26		Szczawnica	34-460		963454	1211024	25944
1098383	Zespół Lecznictwa Stacjonarnego	aktywna	WIF.WA.I.8540.20.3.2011.MKu	2011-07-07			2011-07-07				mazowieckie	Warszawa	Warszawa	ul.	Kopernika	43		Warszawa	00-328				
1119229	Zespół Lecznictwa Całodobowego	aktywna	DNAiH.8540.45.2013	2013-09-06			2013-09-21				ŚLĄSKIE	Gliwice	Gliwice (gmina miejska)	ul.	Dębowa	5		Gliwice	44-100		940000	2466011	3811
1124806	Zespół Chirurgii Jednego Dnia MEDICA	aktywna	brak	2012-12-19			2012-12-19				mazowieckie	Siedlce	Siedlce	ul.	Brzeska	131		Siedlce	08-110		975173	1464011	2230
1193354	Zespół Chirurgii Jednego Dnia	aktywna	FŁ-II.8540.6.2012	2012-08-29			2012-09-13				ŁÓDZKIE	bełchatowski	Bełchatów (gmina miejska)	ul.	Czapliniecka	93/95		Bełchatów	97-400		967647	1001011	3252
1202602	ZESPÓŁ CHIRURGII JEDNEGO DNIA	aktywna	FŁ.II.8540.2.2016	2016-02-03			2016-02-18				ŁÓDZKIE	Piotrków Trybunalski	Piotrków Trybunalski (gmina miejska)	ul.	Polna	13/13A		Piotrków Trybunalski	97-300		967430	1062011	17011
1073800	ZESPÓL ZAKŁADÓW OPIEKI ZDROWOTNEJ W CIESZYNIE	aktywna	ŚLWIF.KA.8540.3.2012	2012-06-18			2012-06-18				śląskie	cieszyński	Cieszyn		BIELSKA	4		CIESZYN	43-400		924158	2403011	1279
1110237	Zespołu Opieki Zdrowotnej w Białej	aktywna	OWIF.8540.1.1.2012	2012-01-13			2012-01-30				opolskie	prudnicki	Biała	ul.	Moniuszki	8		Biała	48-210		965223	1610014	13242
1191743	ZDUŃSKOWOLSKI SZPITAL POWIATOWY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ	aktywna	.	2000-01-01							ŁÓDZKIE	zduńskowolski	Zduńska Wola (gmina miejska)	ul.	Królewska	29		Zduńska Wola	98-220		976675	1019011	9987
1025983	ZDRÓWKO	aktywna	FŁ-855/PA/2011	2011-12-27			2012-01-10				łódzkie	zgierski	Głowno			35		Popów Głowieński	95-015				
1044767	ZDRÓWKO	aktywna	FAPO/I/9211/17-A/94	1994-09-07			1994-09-24				WIELKOPOLSKIE	gnieźnieński	Czerniejewo (obszar wiejski w gminie miejsko-wiejskiej)	ul.	Tadeusza Kościuszki	73		Żydowo	62-241	ŻYDOWO	581907	3003025	9582
1094618	ZDRÓWKO	aktywna	WIF.WA.4100/64/05	2005-07-22			2005-08-06				MAZOWIECKIE	grójecki	Jasieniec (gmina wiejska)	ul.	Czerska	4B		Jasieniec	05-604	Grójec	623681	1406062	3403
1203854	ZDRÓWKO	aktywna	WIF.WA.II.8530.2.3.2016.DB	2016-03-31			2016-04-20				MAZOWIECKIE	płocki	Brudzeń Duży (gmina wiejska)			90		Sikórz	09-413	Sikórz	561106	1419032	
1210139	ZDRÓWKO	aktywna	WIFBY-DT.8530.3.2.2016	2016-10-07			2016-10-22				KUJAWSKO-POMORSKIE	toruński	Obrowo			4		Osiek nad Wisłą	87-125	Osiek nad Wisłą	847587	415072	
1002862	ZDRÓJ	aktywna	WIF-KI/Z/6/2007	2007-03-05			2007-03-19				świętokrzyskie	buski	Solec-Zdrój	ul.	1-go Maja	4		SOLEC-ZDRÓJ	28-131				
1003306	ZDRÓJ	aktywna	WIF-KI/Z/25/2008	2008-12-18			2009-01-01				świętokrzyskie	kielecki	Miedziana Góra	ul.	Kościelna	1		Kostomłoty Drugie	26-085		252256	2604102	9546
